point_id,完整地址,分析,组别,界面品质Q,活力度V,混合度M,行人样本数,横轴指标,纵轴指标,横轴值,纵轴值,横轴全域有效评分均值,纵轴全域有效评分均值,象限
48f6118e-7465-4d68-bd8c-f2c1a5c8e110,上海市徐汇区湖南路街道武康路98号,qualityVitality,高活力度低界面品质,0.5125300319481405,0.5351291017043673,0.5322787843131247,4.0,界面品质,活力度,0.5125300319481405,0.5351291017043673,0.5548602096089702,0.3562525847880123,左上
48f6118e-7465-4d68-bd8c-f2c1a5c8e110,上海市徐汇区湖南路街道武康路98号,qualityMix,高混合度低界面品质,0.5125300319481405,0.5351291017043673,0.5322787843131247,4.0,界面品质,混合度,0.5125300319481405,0.5322787843131247,0.5548602096089702,0.360266819605026,左上
89866290-8816-491e-bf20-7bfe522a6915,上海市徐汇区天平路街道建国西路258号,qualityVitality,高界面品质低活力度,0.696172156567504,0.02342807720361257,0.02682256782389506,2.0,界面品质,活力度,0.696172156567504,0.02342807720361257,0.5548602096089702,0.3562525847880123,右下
89866290-8816-491e-bf20-7bfe522a6915,上海市徐汇区天平路街道建国西路258号,qualityMix,高界面品质低混合度,0.696172156567504,0.02342807720361257,0.02682256782389506,2.0,界面品质,混合度,0.696172156567504,0.02682256782389506,0.5548602096089702,0.360266819605026,右下
7297fd08-3a46-4002-a9c4-78f7ae156ee0,上海市徐汇区湖南路街道武康路378号,qualityVitality,高活力度低界面品质,0.3373933741143582,0.5976131102629336,0.6036014409714505,11.0,界面品质,活力度,0.3373933741143582,0.5976131102629336,0.5548602096089702,0.3562525847880123,左上
7297fd08-3a46-4002-a9c4-78f7ae156ee0,上海市徐汇区湖南路街道武康路378号,qualityMix,高混合度低界面品质,0.3373933741143582,0.5976131102629336,0.6036014409714505,11.0,界面品质,混合度,0.3373933741143582,0.6036014409714505,0.5548602096089702,0.360266819605026,左上
944a3f76-8df4-490a-9e85-913556ada319,上海市徐汇区天平路街道永康路43号,qualityVitality,高界面品质低活力度,0.7209023845790311,0.10916522667250171,0.12515213725064572,8.0,界面品质,活力度,0.7209023845790311,0.10916522667250171,0.5548602096089702,0.3562525847880123,右下
944a3f76-8df4-490a-9e85-913556ada319,上海市徐汇区天平路街道永康路43号,qualityMix,高界面品质低混合度,0.7209023845790311,0.10916522667250171,0.12515213725064572,8.0,界面品质,混合度,0.7209023845790311,0.12515213725064572,0.5548602096089702,0.360266819605026,右下
fb183615-f0b3-4612-bf56-b258a7f03f1e,上海市徐汇区湖南路街道新乐路158号,qualityVitality,高活力度低界面品质,0.449685708256813,0.39872317186353223,0.4022014239636592,6.0,界面品质,活力度,0.449685708256813,0.39872317186353223,0.5548602096089702,0.3562525847880123,左上
fb183615-f0b3-4612-bf56-b258a7f03f1e,上海市徐汇区湖南路街道新乐路158号,qualityMix,高混合度低界面品质,0.449685708256813,0.39872317186353223,0.4022014239636592,6.0,界面品质,混合度,0.449685708256813,0.4022014239636592,0.5548602096089702,0.360266819605026,左上
81485ca9-bbe1-4dbb-8f35-e464caa4e6bb,上海市静安区南京西路街道巨鹿路691号,qualityVitality,高界面品质低活力度,0.6614511600932315,0.35067801649205993,0.3481552626789418,3.0,界面品质,活力度,0.6614511600932315,0.35067801649205993,0.5548602096089702,0.3562525847880123,右下
81485ca9-bbe1-4dbb-8f35-e464caa4e6bb,上海市静安区南京西路街道巨鹿路691号,qualityMix,高界面品质低混合度,0.6614511600932315,0.35067801649205993,0.3481552626789418,3.0,界面品质,混合度,0.6614511600932315,0.3481552626789418,0.5548602096089702,0.360266819605026,右下
86003a34-c2ab-47df-a3b1-79537725a264,上海市徐汇区天平路街道太原路76号,qualityVitality,高活力度低界面品质,0.5237893743167046,0.47874916336413487,0.4928273469060196,12.0,界面品质,活力度,0.5237893743167046,0.47874916336413487,0.5548602096089702,0.3562525847880123,左上
86003a34-c2ab-47df-a3b1-79537725a264,上海市徐汇区天平路街道太原路76号,qualityMix,高混合度低界面品质,0.5237893743167046,0.47874916336413487,0.4928273469060196,12.0,界面品质,混合度,0.5237893743167046,0.4928273469060196,0.5548602096089702,0.360266819605026,左上
14657945-e3e6-4814-9827-aeb986a3f236,上海市徐汇区湖南路街道安福路290号,qualityVitality,高活力度低界面品质,0.5436638899476016,0.5473006355242482,0.5584326172115874,11.0,界面品质,活力度,0.5436638899476016,0.5473006355242482,0.5548602096089702,0.3562525847880123,左上
14657945-e3e6-4814-9827-aeb986a3f236,上海市徐汇区湖南路街道安福路290号,qualityMix,高混合度低界面品质,0.5436638899476016,0.5473006355242482,0.5584326172115874,11.0,界面品质,混合度,0.5436638899476016,0.5584326172115874,0.5548602096089702,0.360266819605026,左上
bdce2266-9461-41c8-8e83-a22c5171b3e1,上海市静安区南京西路街道巨鹿路845弄10号,qualityVitality,高活力度低界面品质,0.5248322984286546,0.5033509480052608,0.49677777862451494,3.0,界面品质,活力度,0.5248322984286546,0.5033509480052608,0.5548602096089702,0.3562525847880123,左上
bdce2266-9461-41c8-8e83-a22c5171b3e1,上海市静安区南京西路街道巨鹿路845弄10号,qualityMix,高混合度低界面品质,0.5248322984286546,0.5033509480052608,0.49677777862451494,3.0,界面品质,混合度,0.5248322984286546,0.49677777862451494,0.5548602096089702,0.360266819605026,左上
37cf939d-11db-4476-8dc3-d1a5bbe3bb28,上海市徐汇区天平路街道襄阳南路414号,qualityVitality,高界面品质低活力度,0.6356478647562713,0.01706312555267024,0.019594237511777867,1.0,界面品质,活力度,0.6356478647562713,0.01706312555267024,0.5548602096089702,0.3562525847880123,右下
37cf939d-11db-4476-8dc3-d1a5bbe3bb28,上海市徐汇区天平路街道襄阳南路414号,qualityMix,高界面品质低混合度,0.6356478647562713,0.01706312555267024,0.019594237511777867,1.0,界面品质,混合度,0.6356478647562713,0.019594237511777867,0.5548602096089702,0.360266819605026,右下
33945666-e371-4cd2-85ce-2561d1b76ace,上海市徐汇区天平路街道建国西路338号,qualityVitality,高界面品质低活力度,0.6656024646569143,0.023563155156917218,0.026978703015809978,2.0,界面品质,活力度,0.6656024646569143,0.023563155156917218,0.5548602096089702,0.3562525847880123,右下
33945666-e371-4cd2-85ce-2561d1b76ace,上海市徐汇区天平路街道建国西路338号,qualityMix,高界面品质低混合度,0.6656024646569143,0.023563155156917218,0.026978703015809978,2.0,界面品质,混合度,0.6656024646569143,0.026978703015809978,0.5548602096089702,0.360266819605026,右下
5f14bb9c-bb18-489b-a820-672fa4478673,上海市静安区南京西路街道襄阳北路5号,qualityVitality,高活力度低界面品质,0.4171149948413076,0.5055594802238369,0.4983572697634985,2.0,界面品质,活力度,0.4171149948413076,0.5055594802238369,0.5548602096089702,0.3562525847880123,左上
5f14bb9c-bb18-489b-a820-672fa4478673,上海市静安区南京西路街道襄阳北路5号,qualityMix,高混合度低界面品质,0.4171149948413076,0.5055594802238369,0.4983572697634985,2.0,界面品质,混合度,0.4171149948413076,0.4983572697634985,0.5548602096089702,0.360266819605026,左上
d4084585-1ec2-4b32-a5b9-2446dd86d666,上海市黄浦区瑞金二路街道永嘉路120号,qualityVitality,高活力度低界面品质,0.43176974842296106,0.5538091580282137,0.5643180752374265,7.0,界面品质,活力度,0.43176974842296106,0.5538091580282137,0.5548602096089702,0.3562525847880123,左上
d4084585-1ec2-4b32-a5b9-2446dd86d666,上海市黄浦区瑞金二路街道永嘉路120号,qualityMix,高混合度低界面品质,0.43176974842296106,0.5538091580282137,0.5643180752374265,7.0,界面品质,混合度,0.43176974842296106,0.5643180752374265,0.5548602096089702,0.360266819605026,左上
9f9bf1d7-b00a-4629-a070-cabbb73a4c48,上海市徐汇区天平路街道陕西南路570号,qualityVitality,高活力度低界面品质,0.5122249159340445,0.42030364184950497,0.42154331160478703,4.0,界面品质,活力度,0.5122249159340445,0.42030364184950497,0.5548602096089702,0.3562525847880123,左上
9f9bf1d7-b00a-4629-a070-cabbb73a4c48,上海市徐汇区天平路街道陕西南路570号,qualityMix,高混合度低界面品质,0.5122249159340445,0.42030364184950497,0.42154331160478703,4.0,界面品质,混合度,0.5122249159340445,0.42154331160478703,0.5548602096089702,0.360266819605026,左上
71b39df2-4d2b-4559-983c-d8f1a82adc9a,上海市徐汇区湖南路街道延庆路147号,qualityVitality,高活力度低界面品质,0.3669236437390859,0.527551785024908,0.523520243300298,4.0,界面品质,活力度,0.3669236437390859,0.527551785024908,0.5548602096089702,0.3562525847880123,左上
71b39df2-4d2b-4559-983c-d8f1a82adc9a,上海市徐汇区湖南路街道延庆路147号,qualityMix,高混合度低界面品质,0.3669236437390859,0.527551785024908,0.523520243300298,4.0,界面品质,混合度,0.3669236437390859,0.523520243300298,0.5548602096089702,0.360266819605026,左上
70c0815d-6592-4f65-90f8-b7c1ba16f42b,上海市静安区南京西路街道巨鹿路542号,qualityVitality,高界面品质低活力度,0.7205254817531968,0.3540869170072444,0.3520955750921508,3.0,界面品质,活力度,0.7205254817531968,0.3540869170072444,0.5548602096089702,0.3562525847880123,右下
70c0815d-6592-4f65-90f8-b7c1ba16f42b,上海市静安区南京西路街道巨鹿路542号,qualityMix,高界面品质低混合度,0.7205254817531968,0.3540869170072444,0.3520955750921508,3.0,界面品质,混合度,0.7205254817531968,0.3520955750921508,0.5548602096089702,0.360266819605026,右下
4e2c5569-1a12-428f-a46e-0beb353bcba3,上海市黄浦区瑞金二路街道茂名南路132号,qualityVitality,高活力度低界面品质,0.44264259101424713,0.5313485772073454,0.5644500694256461,17.0,界面品质,活力度,0.44264259101424713,0.5313485772073454,0.5548602096089702,0.3562525847880123,左上
4e2c5569-1a12-428f-a46e-0beb353bcba3,上海市黄浦区瑞金二路街道茂名南路132号,qualityMix,高混合度低界面品质,0.44264259101424713,0.5313485772073454,0.5644500694256461,17.0,界面品质,混合度,0.44264259101424713,0.5644500694256461,0.5548602096089702,0.360266819605026,左上
02a7b0ed-53f6-4b42-a16c-1eda3ffd5efe,上海市徐汇区天平路街道陕西南路287弄12号,qualityVitality,高活力度低界面品质,0.53469763860915,0.4383115839751868,0.4438537576397077,7.0,界面品质,活力度,0.53469763860915,0.4383115839751868,0.5548602096089702,0.3562525847880123,左上
02a7b0ed-53f6-4b42-a16c-1eda3ffd5efe,上海市徐汇区天平路街道陕西南路287弄12号,qualityMix,高混合度低界面品质,0.53469763860915,0.4383115839751868,0.4438537576397077,7.0,界面品质,混合度,0.53469763860915,0.4438537576397077,0.5548602096089702,0.360266819605026,左上
d4550340-863e-4671-a2a6-bf80ba830506,上海市徐汇区天平路街道永嘉路354号,qualityVitality,高界面品质低活力度,0.6789799747969244,0.023563155156917218,0.026978703015809978,2.0,界面品质,活力度,0.6789799747969244,0.023563155156917218,0.5548602096089702,0.3562525847880123,右下
d4550340-863e-4671-a2a6-bf80ba830506,上海市徐汇区天平路街道永嘉路354号,qualityMix,高界面品质低混合度,0.6789799747969244,0.023563155156917218,0.026978703015809978,2.0,界面品质,混合度,0.6789799747969244,0.026978703015809978,0.5548602096089702,0.360266819605026,右下
5376f05b-08a8-4456-8817-93513a2a3b32,上海市徐汇区湖南路街道乌鲁木齐中路146号,qualityVitality,高活力度低界面品质,0.47602654398655997,0.5064747312050817,0.5003885269181658,3.0,界面品质,活力度,0.47602654398655997,0.5064747312050817,0.5548602096089702,0.3562525847880123,左上
5376f05b-08a8-4456-8817-93513a2a3b32,上海市徐汇区湖南路街道乌鲁木齐中路146号,qualityMix,高混合度低界面品质,0.47602654398655997,0.5064747312050817,0.5003885269181658,3.0,界面品质,混合度,0.47602654398655997,0.5003885269181658,0.5548602096089702,0.360266819605026,左上
4694b252-b4c1-4bb9-bf7d-f5ed019027df,上海市徐汇区湖南路街道延庆路41号,qualityVitality,高活力度低界面品质,0.5125826958655332,0.5032331582918437,0.4966416267280726,3.0,界面品质,活力度,0.5125826958655332,0.5032331582918437,0.5548602096089702,0.3562525847880123,左上
4694b252-b4c1-4bb9-bf7d-f5ed019027df,上海市徐汇区湖南路街道延庆路41号,qualityMix,高混合度低界面品质,0.5125826958655332,0.5032331582918437,0.4966416267280726,3.0,界面品质,混合度,0.5125826958655332,0.4966416267280726,0.5548602096089702,0.360266819605026,左上
bf361379-622e-4039-9629-85b32e39fa9f,上海市徐汇区湖南路街道延庆路92号,qualityVitality,高活力度低界面品质,0.4587644207172254,0.529485357397496,0.5257552393606434,4.0,界面品质,活力度,0.4587644207172254,0.529485357397496,0.5548602096089702,0.3562525847880123,左上
bf361379-622e-4039-9629-85b32e39fa9f,上海市徐汇区湖南路街道延庆路92号,qualityMix,高混合度低界面品质,0.4587644207172254,0.529485357397496,0.5257552393606434,4.0,界面品质,混合度,0.4587644207172254,0.5257552393606434,0.5548602096089702,0.360266819605026,左上
a8b6b455-cf56-4d59-bc30-cbc0cbe4bfff,上海市徐汇区湖南路街道长乐路615号,qualityVitality,高活力度低界面品质,0.5452692506841472,0.37114200174815315,0.3707071901853827,3.0,界面品质,活力度,0.5452692506841472,0.37114200174815315,0.5548602096089702,0.3562525847880123,左上
